Address,Building Name,Neighborhood,City,Price (Last Known),PPSF,R,Bd,Total Ba,MLS Ba,Full Ba,HBa,Sq Ft,Monthly Fees,Monthly Fees & Taxes,Taxes Per Mo.,MLS Property Type,MLS Property Subtype,Compass Property Type,Status,DOM,Updated Date,Listed Date,Listed Price,Last Asking,Contract Date,Sold Price,Closed Price Verification,Sold Date,Open House,Open House Type,ZIP,Building Size,Lot Size,Outdoor Space,Year Built,Service Level,Building Units,Notes
3329 De Lavall Ave,3329 De Lavall Ave,Co-Op City,Bronx,"$550,000 ",$331 ,,4,2,2,2,,"1,664",,$417 ,$418 ,House/Building/Multi Family/Multi-Family 2-4,All Multi Family/Two Family/Detached,Townhouse/Multi Family,Sold,89,4/28/20,9/19/19,"$580,000 ","$580,000 ",12/17/19,"$550,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020042000397001"" target=""_blank"">Verified by Public Record</a>",4/13/20,,,10475,26' x 32',"3,750 SF / 37.5' x 100'","Deck
Private Outdoor Space",1925,,2,
2023 Lurting Ave,2023 Lurting Ave,Pelham Parkway,Bronx,"$510,000 ",$277 ,,3,2,2,2,,"1,838",,$499 ,$499 ,Multi Family,,Multi Family,Sold,29,4/13/20,2/18/20,"$424,900 ","$424,900 ",3/18/20,"$510,000 ",Unverified,4/13/20,,,10461,22' x 46',"2,500 SF / 25' x 100'",Back Yard,1955,,2,
2851 Lawton Ave,2851 Lawton Ave,Throgs Neck,Bronx,"$834,000 ",$348 ,,6,,3,3,,"2,400",,,,House/Building,Three Family/All Multi Family,Multi Family/Townhouse,Sold,,,,,,,"$834,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020042300148001"" target=""_blank"">Public Record Only</a>",4/13/20,,,10465,20' x 40',"2,508 SF / 25' x 100.33'",,1930,,3,
"764 Brady Ave, Unit 631",764 Brady Ave,Pelham Parkway,Bronx,"$199,000 ",$249 ,4,2,1,1,1,,800,$892 ,$892 ,,Co-op/Co-Operative,Attached,Co-op,Sold,100,4/14/20,9/25/19,"$210,000 ","$210,000 ",1/3/20,"$199,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020041600643001"" target=""_blank"">Verified by Public Record</a>",4/14/20,,,10462,,,,1933,Doorman,210,
505 Beach Ave,505 Beach Ave,Soundview,Bronx,"$440,000 ",$354 ,8,2,1,1,1,,"1,243",,$333 ,$333 ,House/Building/Single Family,Detached/Single Family,Townhouse/Single Family,Sold,48,4/14/20,10/21/19,"$419,999 ","$419,999 ",12/6/19,"$440,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020043000489001"" target=""_blank"">Verified by Public Record</a>",4/14/20,,,10473,26' x 33',"2,560 SF / 40' x 64'",,1945,,1,
1722 St Peters Ave,1722 St Peters Ave,Westchester Village,Bronx,"$605,000 ",$288 ,,6,3,3,3,,"2,100",,$450 ,$450 ,House/Building/Multi Family/Multi-Family 2-4,All Multi Family/Two Family/Detached/Single Family,Townhouse/Multi Family/Single Family,Sold,7,7/1/20,1/20/20,"$675,000 ","$639,000 ",,"$605,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020081000142001"" target=""_blank"">Verified by Public Record</a>",4/14/20,,,10461,21' x 50',"2,416 SF / 25' x 96.67'",,1910,,2,
"3536 Cambridge Ave, Unit 4F",3536 Cambridge Ave,Central Riverdale,Bronx,"$763,687 ",$613 ,5,3,2,2,2,,"1,245",$665 ,"$1,232 ",$567 ,Condominium/Condo,Attached,Condo,Sold,4,4/16/20,3/16/20,"$750,000 ","$750,000 ",3/20/20,"$763,687 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020041500239002"" target=""_blank"">Verified by Public Record</a>",4/14/20,,,10463,,,,2005,,60,
4139 Ely Ave,4139 Ely Ave,Wakefield,Bronx,"$610,000 ",,10,6,2,2,2,,,,$330 ,$330 ,House/Building/Multi Family,All Multi Family/Two Family,Townhouse/Multi Family,Sold,150,4/27/20,5/31/19,"$649,999 ","$550,000 ",10/28/19,"$610,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020042400476001"" target=""_blank"">Verified by Public Record</a>",4/14/20,,,10466,22.33' x 40',"2,557 SF / 26.92' x 95'",,1955,,2,
3132 Grace Ave,3132 Grace Ave,Baychester,Bronx,"$525,000 ",$278 ,8,3,2,2,2,,"1,890",,$365 ,$366 ,House/Building/Single Family,Attached/Single Family,Townhouse/Single Family,Sold,31,4/16/20,1/3/20,"$539,000 ","$499,000 ",2/3/20,"$525,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020041500099001"" target=""_blank"">Verified by Public Record</a>",4/14/20,,,10469,18' x 35',"2,889 SF / 30.42' x 95'",Deck,1960,,1,
"1211 Nelson Ave, Unit 1211C",1211 Nelson Ave,Highbridge,Bronx,"$200,000 ",$235 ,5,3,2,2,2,,852,$965 ,"$1,206 ",$242 ,Condominium/Condo,Attached,Condo,Sold,15,5/12/20,12/16/19,"$225,000 ","$225,000 ",12/31/19,"$200,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020041600358002"" target=""_blank"">Verified by Public Record</a>",4/14/20,,,10452,,,,2005,,,
267 Hosmer Ave,267 Hosmer Ave,Throgs Neck,Bronx,"$895,000 ",$246 ,,5,4,3.5,3,1,"3,640",,$629 ,$630 ,House/Building/Multi Family/Multi-Family 2-4,Attached/All Multi Family/Two Family,Townhouse/Multi Family,Sold,35,4/20/20,1/23/20,"$899,000 ","$899,000 ",2/27/20,"$895,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020042600058001"" target=""_blank"">Verified by Public Record</a>",4/14/20,,,10465,20' x 52',"2,000 SF / 20' x 100'",,1998,,2,
1819 Mayflower Ave,1819 Mayflower Ave,Pelham Bay,Bronx,"$645,000 ",$426 ,8,3,3,2.5,2,1,"1,513",,$347 ,$347 ,House/Building/Single Family,All Multi Family/Two Family/Detached/Single Family,Townhouse/Multi Family/Single Family,Sold,23,4/15/20,1/20/20,"$649,000 ","$649,000 ",2/12/20,"$645,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020041700509001"" target=""_blank"">Verified by Public Record</a>",4/15/20,,,10461,17' x 38',"2,375 SF / 25' x 95'",,1920,,1,
"3720 Independence Ave, Unit 1D",3720 Independence Ave,Riverdale,Bronx,"$320,000 ",$256 ,4,2,,2,,,"1,250",$828 ,$828 ,,Co-op,,Co-op,Sold,146,4/21/20,10/25/19,"$334,500 ","$334,500 ",,"$320,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020041600073001"" target=""_blank"">Verified by Public Record</a>",4/15/20,,,10463,,,"Playground
Common Garden
Common Outdoor Space",1954,,49,
4243 Gunther Ave,4243 Gunther Ave,Wakefield,Bronx,"$649,000 ",$380 ,,3,2,2,2,,"1,710",,$475 ,$475 ,House/Building/Multi Family/Multi-Family 2-4,All Multi Family/Two Family/Detached,Townhouse/Multi Family,Sold,60,4/24/20,12/9/19,"$650,000 ","$650,000 ",2/7/20,"$649,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020042700197001"" target=""_blank"">Verified by Public Record</a>",4/15/20,,,10466,19' x 30',"2,090 SF / 22' x 95'","Private Patio
Private Outdoor Space",1945,,2,
"325 E 201st St, Unit 5E",325 E 201st St,Bedford Park,Bronx,"$220,000 ",$244 ,4,2,1,1,1,,900,$807 ,$807 ,,Co-op/Co-Operative,Attached,Co-op,Sold,124,4/16/20,7/9/19,"$230,000 ","$230,000 ",11/25/19,"$220,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020042800207001"" target=""_blank"">Verified by Public Record</a>",4/15/20,,,10458,,,,1950,,73,
1810 Mahan Ave,1810 Mahan Ave,Tremont Terrace,Bronx,"$680,000 ",$283 ,,,,,,,"2,406",,,,House/Building,Single Family,Single Family/Townhouse,Sold,,,,,,,"$680,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020041600152001"" target=""_blank"">Public Record Only</a>",4/15/20,,,10461,32' x 41.5',"5,000 SF / 50' x 100'",,1950,,1,
2135 Lurting Ave,2135 Lurting Ave,Pelham Parkway,Bronx,"$925,000 ",$394 ,,,,,,,"2,346",,,,House/Building,Two Family/All Multi Family,Multi Family/Townhouse,Sold,,,,,,,"$925,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020042400274001"" target=""_blank"">Public Record Only</a>",4/15/20,,,10461,22' x 52',"3,242 SF / 32.42' x 100'",,1940,,3,
727 Revere Ave,727 Revere Ave,Throgs Neck,Bronx,"$575,000 ",$303 ,,Studio,,,,,"1,900",,$416 ,$417 ,House/Building/Multi Family/Multi-Family 2-4,All Multi Family/Two Family/Detached,Townhouse/Multi Family,Sold,34,4/16/20,10/24/19,"$649,000 ","$649,000 ",11/26/19,"$575,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020042700116001"" target=""_blank"">Verified by Public Record</a>",4/15/20,,,10465,20' x 40',"2,500 SF / 25' x 100'",,1935,,3,
865 Calhoun Ave,865 Calhoun Ave,Throgs Neck,Bronx,"$455,000 ",$271 ,,2,,2,2,,"1,680",,$125 ,$125 ,House/Building,Single Family,Single Family/Townhouse,Sold,,,,,,,"$455,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020042000320001"" target=""_blank"">Public Record Only</a>",4/15/20,,,10465,22' x 39',"2,500 SF / 25' x 100'",,1955,,1,
"5730 Mosholu Ave, Unit 2A",5730 Mosholu Ave,North Riverdale,Bronx,"$163,500 ",$204 ,4,1,1,1,1,,800,$746 ,$746 ,,Co-op/Co-Operative,Attached,Co-op,Sold,,4/16/20,7/2/19,,"$160,000 ",9/27/19,"$163,500 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020042800234001"" target=""_blank"">Verified by Public Record</a>",4/16/20,,,10471,,,,1963,,43,
"180 Van Cortlandt Park S, Unit 2B",The Van Cort,Kingsbridge,Bronx,"$210,000 ",$282 ,4,1,1,1,1,,746,$479 ,$479 ,,Co-op/Co-Operative,Attached,Co-op,Sold,57,4/16/20,11/21/19,"$224,999 ","$224,999 ",1/17/20,"$210,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020042200078001"" target=""_blank"">Verified by Public Record</a>",4/16/20,,,10463,,,,1956,,73,
1327 Bradford Ave,1327 Bradford Ave,Schuylerville,Bronx,"$465,000 ",$408 ,6,3,1,1,1,,"1,140",,$392 ,$392 ,House/Building/Single Family,Detached/Single Family,Townhouse/Single Family,Sold,27,4/16/20,2/13/20,"$479,000 ","$479,000 ",3/11/20,"$465,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020042200471001"" target=""_blank"">Verified by Public Record</a>",4/16/20,,,10461,20' x 59',"2,500 SF / 25' x 100'","Deck
Porch",1920,,1,
1000 Neill Ave,1000 Neill Ave,Morris Park,Bronx,"$475,000 ",$231 ,,4,,2,2,,"2,058",,$525 ,$526 ,House/Building,Single Family/Two Family/All Multi Family,Single Family/Multi Family/Townhouse,Sold,,,,,,,"$475,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020061500538001"" target=""_blank"">Public Record Only</a>",4/16/20,,,10462,21' x 54',"2,500 SF / 25' x 100'",,1930,,2,
"445 W 240th St, Unit 2L",445 W 240th St,Fieldston,Bronx,"$284,500 ",$387 ,4,1,1,1,1,,735,$489 ,$666 ,$178 ,Condominium/Condo,Attached,Condo,Sold,63,8/14/20,8/13/19,"$329,000 ","$329,000 ",,"$284,500 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020042700270002"" target=""_blank"">Verified by Public Record</a>",4/16/20,,,10463,,,,1949,,78,
69 Centre St,69 Centre St,City Island,Bronx,"$617,500 ",$373 ,8,3,4,3.5,3,1,"1,656",,$428 ,$429 ,House/Building/Single Family,Detached/Single Family,Townhouse/Single Family,Sold,61,4/16/20,10/18/19,"$675,000 ","$649,000 ",12/17/19,"$617,500 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020042200715005"" target=""_blank"">Verified by Public Record</a>",4/16/20,,,10464,18' x 34',"3,401 SF / 31.42' x 108.25'",Porch,1901,,1,
2347 Wickham Ave,2347 Wickham Ave,Pelham Gardens,Bronx,"$143,050 ",$71 ,,,,,,,"2,012",,$263 ,$263 ,House/Building,Two Family/All Multi Family,Multi Family/Townhouse,Sold,,,,,,,"$143,050 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020060600045001"" target=""_blank"">Public Record Only</a>",4/16/20,,,10469,23' x 50',"4,000 SF / 40' x 100'",,1950,,2,
859 Calhoun Ave,859 Calhoun Ave,Throgs Neck,Bronx,"$499,000 ",$297 ,6,2,2,2,2,,"1,680",,$460 ,$461 ,House/Building/Single Family,All Multi Family/Two Family/Single Family,Townhouse/Multi Family/Single Family,Sold,181,1/2/21,9/19/19,"$529,950 ","$499,900 ",4/2/20,"$499,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020062300494001"" target=""_blank"">Verified by Public Record</a>",4/16/20,,,10465,22' x 39',"2,200 SF / 22' x 100'",Private Outdoor Space,1955,,2,
3617 De Reimer Ave,3617 De Reimer Ave,Edenwald,Bronx,"$560,037 ",$304 ,,5,,2,2,,"1,840",,,,House/Building,Two Family/All Multi Family,Multi Family/Townhouse,Sold,,,,,,,"$560,037 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020042700612001"" target=""_blank"">Public Record Only</a>",4/17/20,,,10466,20' x 51',"2,846 SF / 28' x 101.67'",,1964,,2,
"750 Kappock St, Unit 915",750 Kappock St,Spuyten Duyvil,Bronx,"$400,000 ",,,,,,,,,,,,Co-op,,Co-op,Sold,,,,,,,"$400,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020042700206001"" target=""_blank"">Public Record Only</a>",4/17/20,,,10463,,,Common Outdoor Space,1953,,160,
4312 De Reimer Ave,4312 De Reimer Ave,Wakefield,Bronx,"$730,000 ",$216 ,,7,4,4,4,,"3,375",,$608 ,$608 ,House/Building/Multi Family/Multi-Family 2-4,Attached/All Multi Family/Two Family,Townhouse/Multi Family,Sold,182,4/21/20,9/5/19,"$799,000 ","$749,000 ",3/4/20,"$730,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020042700516001"" target=""_blank"">Verified by Public Record</a>",4/17/20,,,10466,22' x 51',"2,453 SF / 28.87' x 85'",,2003,,2,
1660 Zerega Ave,1660 Zerega Ave,Westchester Village,Bronx,"$441,176 ",$301 ,,5,,2,2,,"1,464",,$400 ,$400 ,House/Building,Two Family/All Multi Family,Multi Family/Townhouse,Sold,,,,,,,"$441,176 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020051200379001"" target=""_blank"">Public Record Only</a>",4/17/20,,,10461,,,,,,,
2511 Tenbroeck Ave,2511 Tenbroeck Ave,Bronxwood,Bronx,"$480,000 ",$307 ,6,2,2,2,2,,"1,564",,$441 ,$442 ,Townhouse/House/Building/Single Family,Attached/Single Family,Townhouse/Single Family,Sold,63,4/22/20,11/11/19,"$469,900 ","$469,900 ",1/13/20,"$480,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020042700773001"" target=""_blank"">Verified by Public Record</a>",4/17/20,,,10469,21.58' x 42.33',"2,100 SF / 21' x 100'",,1950,,1,
741 Crotona Park N,741 Crotona Park N,Crotona Park East,Bronx,"$1,950,000 ",$371 ,,11,8,7.5,7,1,"5,253",,$437 ,$438 ,Multi Family/Multi-Family 2-4,Detached,Multi Family,Sold,36,4/17/20,7/2/19,"$1,950,000 ","$1,950,000 ",8/7/19,"$1,950,000 ",Unverified,4/17/20,,,10457,19' x 45',"2,300 SF / 23' x 100'",,1901,,2,
"1015 Anderson Ave, Unit 1D",1015 Anderson Ave,Highbridge,Bronx,"$135,000 ",$169 ,5,2,1,1,1,,800,$786 ,$786 ,,Co-op/Co-Operative,Detached,Co-op,Sold,65,4/22/20,6/19/19,"$149,000 ","$149,000 ",8/23/19,"$135,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020041700381001"" target=""_blank"">Verified by Public Record</a>",4/17/20,,,10452,,,,1922,,22,
1518 Mac Donough Pl,1518 Mac Donough Pl,Spencer Estates,Bronx,"$565,000 ",$308 ,7,3,3,2,1,2,"1,836",,$450 ,$450 ,House/Building/Single Family,Attached/Single Family,Townhouse/Single Family,Sold,26,4/21/20,12/13/19,"$550,000 ","$550,000 ",1/7/20,"$565,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020050500406002"" target=""_blank"">Verified by Public Record</a>",4/17/20,,,10465,17' x 36',"2,500 SF / 25' x 100'",Porch,1950,,1,
3057 Coddington Ave,3057 Coddington Ave,Schuylerville,Bronx,"$560,000 ",$336 ,7,4,3,2.5,2,1,"1,668",,$402 ,$403 ,House/Building/Single Family,Detached/Single Family,Townhouse/Single Family,Sold,198,4/21/20,7/1/19,"$620,000 ","$589,000 ",1/16/20,"$560,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020042100249001"" target=""_blank"">Verified by Public Record</a>",4/20/20,,,10461,16' x 38',"2,242 SF / 22.42' x 100'",,1920,,1,
"238 Bowne St, Unit 254A",238 Bowne St,City Island,Bronx,"$424,000 ",$388 ,5,2,2,2,2,,"1,092",$500 ,$843 ,$344 ,Condominium/Condo,Attached,Condo,Sold,143,4/20/20,11/6/19,"$469,900 ","$439,900 ",3/30/20,"$424,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020042700695002"" target=""_blank"">Verified by Public Record</a>",4/20/20,,,10464,,,"Private Outdoor Space
Gated Community",2003,Doorman,18,
850 E 216th St,850 E 216th St,Williamsbridge,Bronx,"$605,000 ",$285 ,,4,3,3,3,,"2,125",,$470 ,$471 ,House/Building/Multi Family/Multi-Family 2-4,Attached/All Multi Family/Two Family,Townhouse/Multi Family,Sold,69,4/21/20,9/21/19,"$600,000 ","$599,999 ",1/20/20,"$605,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020042800736001"" target=""_blank"">Verified by Public Record</a>",4/20/20,,,10467,20' x 37',"2,337 SF / 20.47' x 114.17'","Porch
Private Outdoor Space",1950,,2,
938 Fteley Ave,938 Fteley Ave,Soundview,Bronx,"$698,625 ",$306 ,,6,6,5,4,2,"2,280",,$455 ,$456 ,House/Building/Multi Family/Multi-Family 2-4,Attached/All Multi Family/Two Family,Townhouse/Multi Family,Sold,65,4/20/20,12/21/19,"$725,000 ","$699,999 ",2/24/20,"$698,625 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020042100449001"" target=""_blank"">Verified by Public Record</a>",4/20/20,,,10473,34.46' x 22.07',986 SF / 39.45' x 25',Balcony,2007,,2,
1146 E 213th St,1146 E 213th St,Williamsbridge,Bronx,"$474,900 ",$467 ,6,3,,1,1,1,"1,018",,$318 ,$319 ,Townhouse/House/Building/Single Family,Attached/Single Family,Townhouse/Single Family,Sold,40,4/23/20,1/8/20,"$474,900 ","$474,900 ",,"$474,900 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020042100574001"" target=""_blank"">Verified by Public Record</a>",4/20/20,,,10469,19.84' x 31.67',"1,785 SF / 19.84' x 90'","Private Terrace
Common Outdoor Space
Private Outdoor Space",1945,,1,
"825 Walton Ave, Unit B",825 Walton Ave,Concourse Village,Bronx,"$192,000 ",,3,1,1,1,1,,,$452 ,$452 ,,Co-op,,Co-op,Sold,182,4/24/20,9/3/19,"$238,000 ","$209,000 ",3/4/20,"$192,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020042900469001"" target=""_blank"">Verified by Public Record</a>",4/20/20,,,10451,,,Common Outdoor Space,1924,,54,
319 Revere Ave,319 Revere Ave,Throgs Neck,Bronx,"$540,000 ",$467 ,8,3,2,1.5,1,1,"1,156",,$374 ,$374 ,House/Building/Single Family,Single Family,Townhouse/Single Family,Sold,140,4/20/20,9/17/19,"$589,000 ","$559,000 ",2/4/20,"$540,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020042600021001"" target=""_blank"">Verified by Public Record</a>",4/20/20,,,10465,16' x 30',"2,500 SF / 25' x 100'","Porch
Private Outdoor Space
Back Yard",1920,,1,
"3636 Fieldston Rd, Unit 5P",3636 Fieldston Rd,Fieldston,Bronx,"$378,661 ",,,,,,,,,,,,Co-op,,Co-op,Sold,,,,,,,"$378,661 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020031800738001"" target=""_blank"">Public Record Only</a>",4/21/20,,,10463,,,,1960,,103,
2316 Wickham Ave,2316 Wickham Ave,Pelham Gardens,Bronx,"$570,000 ",$466 ,7,3,3,2,1,2,"1,224",,$553 ,$554 ,House/Building/Single Family,Attached/Single Family,Townhouse/Single Family,Sold,247,4/21/20,6/29/19,"$619,000 ","$585,000 ",3/1/20,"$570,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020042700579001"" target=""_blank"">Verified by Public Record</a>",4/21/20,,,10469,17' x 36',"2,500 SF / 25' x 100'","Porch
Private Outdoor Space",1965,,1,
3480 Eastchester Rd,3480 Eastchester Rd,Williamsbridge,Bronx,"$480,000 ",$297 ,5,3,2,2,2,,"1,614",,$369 ,$369 ,House/Building/Single Family,Detached/Single Family,Townhouse/Single Family,Sold,48,4/24/20,11/15/19,"$480,000 ","$480,000 ",1/2/20,"$480,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020050300058001"" target=""_blank"">Verified by Public Record</a>",4/21/20,,,10469,16.67' x 53',"3,867 SF / 41.61' x 92.94'",,1910,,1,
"99 Metropolitan Oval, Unit 4H",99 Metropolitan Oval,Parkchester,Bronx,"$170,000 ",$249 ,,1,,1,,,682,$630 ,$788 ,$158 ,Condo,,Condo,Sold,,,,,,,"$170,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020042800143001"" target=""_blank"">Public Record Only</a>",4/22/20,,,10462,,,,,,,
414 E 178th St,414 E 178th St,East Tremont,Bronx,"$734,000 ",,13,7,,5,,,,,,,House/Building,All Multi Family/Two Family,Townhouse/Multi Family,Sold,41,4/28/20,2/7/20,"$749,000 ","$749,000 ",,"$734,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020043000602001"" target=""_blank"">Verified by Public Record</a>",4/22/20,,,10457,20' x 58',"2,000 SF / 20' x 100'",Common Garden,1899,,2,
2558 Marion Ave,2558 Marion Ave,Fordham Manor,Bronx,"$600,000 ",$187 ,,1,,1,,,"3,210",,"$3,400 ","$3,400 ",Mixed Use,Single Family/Two Family/Three Family/All Multi Family,Mixed Use/Multi Family/Townhouse,Sold,,,,,,,"$600,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020042400165001"" target=""_blank"">Public Record Only</a>",4/22/20,,,10458,30' x 37',"4,900 SF / 50' x 98'",,1931,,2,
1486 Astor Ave,1486 Astor Ave,Pelham Gardens,Bronx,"$630,000 ",$326 ,,3,2,2,2,,"1,932",,$546 ,$546 ,House/Building/Multi Family/Multi-Family 2-4,Attached/All Multi Family/Two Family,Townhouse/Multi Family,Sold,46,5/1/20,1/3/20,"$675,000 ","$675,000 ",2/18/20,"$630,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020042900183002"" target=""_blank"">Verified by Public Record</a>",4/22/20,,,10469,23' x 42',"2,588 SF / 27.25' x 95'","Balcony
Porch
Private Outdoor Space",1945,,2,
1317 St Lawrence Ave,1317 St Lawrence Ave,Bronx River,Bronx,"$25,000 ",$8 ,,,,,,,"3,300",,,,House/Building,Two Family/All Multi Family,Multi Family/Townhouse,Sold,,,,,,,"$25,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020042300459001"" target=""_blank"">Public Record Only</a>",4/22/20,,,10472,20.5' x 66.33',"2,500 SF / 25' x 100'",,1925,,2,
933 Huntington Ave,933 Huntington Ave,Throgs Neck,Bronx,"$470,000 ",$332 ,,,,,,,"1,417",,,,House/Building,Single Family,Single Family/Townhouse,Sold,,,,,,,"$470,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020050100197001"" target=""_blank"">Public Record Only</a>",4/22/20,,,10465,21.5' x 43',"2,150 SF / 21.5' x 100'",,1950,,1,
"3635 Johnson Ave, Unit 3N",3635 Johnson Ave,Central Riverdale,Bronx,"$495,000 ",$413 ,7,3,2,2,2,,"1,200","$1,091 ","$1,091 ",,Co-op/Co-Operative,Attached,Co-op,Sold,184,5/8/20,8/7/19,"$525,000 ","$512,500 ",2/7/20,"$495,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020042800753001"" target=""_blank"">Verified by Public Record</a>",4/23/20,,,10463,,,"Private Terrace
Common Garden
Common Outdoor Space
Private Outdoor Space",1954,,82,
