Address,Building Name,Neighborhood,City,Price (Last Known),PPSF,R,Bd,Total Ba,MLS Ba,Full Ba,HBa,Sq Ft,Monthly Fees,Monthly Fees & Taxes,Taxes Per Mo.,MLS Property Type,MLS Property Subtype,Compass Property Type,Status,DOM,Updated Date,Listed Date,Listed Price,Last Asking,Contract Date,Sold Price,Closed Price Verification,Sold Date,Open House,Open House Type,ZIP,Building Size,Lot Size,Outdoor Space,Year Built,Service Level,Building Units,Notes,
278 Rolling Hill Grn,278 Rolling Hill Grn,Huguenot,Staten Island,"$353,000",$245,5,2,2,1.5,1,1,"1,441",$161,$300,$138,Residential,Single Family - Attached,Townhouse/Condo,Sold,86,04/28/2020,11/06/2019,"$399,000","$389,000",01/31/2020,"$353,000",Unverified,04/28/2020,,,10312,,,Private Outdoor Space,,,,,
29 Belfield Ave,29 Belfield Ave,Huguenot,Staten Island,"$370,000",$308,6,3,1,1,1,,"1,201",,$446,$447,Residential/House/Building,Single Family - Detached/All Multi Family/Two Family/Single Family,Townhouse/Multi Family/Single Family,Sold,52,04/30/2020,01/04/2020,"$630,000","$589,000",02/25/2020,"$370,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020060800357001"" target=""_blank"">Verified by Public Record</a>",04/28/2020,,,10312,17' x 34',"4,000 SF / 40' x 100'","Deck
Private Outdoor Space",1925,,1,,
59 Eldridge Ave,59 Eldridge Ave,Westerleigh,Staten Island,"$570,000",$424,6,3,2,1.75,2,,"1,344",,$408,$408,Residential/House/Building,Single Family - Detached/Single Family,Townhouse/Single Family,Sold,74,05/06/2020,11/17/2019,"$619,000","$579,000",01/30/2020,"$570,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020081000176001"" target=""_blank"">Verified by Public Record</a>",04/28/2020,,,10302,16' x 34',"3,000 SF / 30' x 100'",Private Outdoor Space,1920,,1,,
"278 Rolling Hill Grn, Unit CONDO",278 Rolling Hill Grn,Huguenot,Staten Island,"$353,000",$307,,,,,,,"1,150",,,,Condo,,Condo,Sold,,,,,,,"$353,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020060400088001"" target=""_blank"">Public Record Only</a>",04/28/2020,,,10312,,,,,,,,
106 Gold Ave,106 Gold Ave,Greenridge,Staten Island,"$632,000",$316,8,5,3,2.75,3,,"2,000",,$529,$530,Residential/House/Building,All Multi Family/Two Family/Single Family - Semi-Attached/Single Family,Townhouse/Multi Family/Single Family,Sold,38,04/29/2020,01/07/2020,"$649,000","$649,000",02/14/2020,"$632,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020052800581001"" target=""_blank"">Verified by Public Record</a>",04/28/2020,,,10312,22' x 52.33',"3,000 SF / 30' x 100'","Barbecue Area
Private Outdoor Space",1970,,1,,
20 Isernia Ave,20 Isernia Ave,Oakwood Beach,Staten Island,"$635,000",$274,,3,2,2,2,,"2,316",,$472,$472,Residential/House/Building,All Multi Family/Two Family/Single Family,Townhouse/Multi Family/Single Family,Sold,22,04/28/2020,03/17/2020,"$699,000","$699,000",04/28/2020,"$635,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020052700536001"" target=""_blank"">Verified by Public Record</a>",04/28/2020,,,10306,37' x 41',"5,000 SF / 50' x 100'",Private Outdoor Space,1970,,1,,
27 Berry Ct,27 Berry Ct,Rossville,Staten Island,"$485,000",$231,6,3,3,2.25,2,1,"2,100",$210,$562,$353,Residential,Single Family - Attached,Townhouse/Condo,Sold,42,09/18/2020,01/23/2020,"$518,000","$518,000",03/05/2020,"$485,000",Unverified,04/28/2020,,,10309,,,"Deck
Playground
Private Outdoor Space",,,,,
27 Fern Ave,27 Fern Ave,Great Kills,Staten Island,"$685,000",$356,8,4,3,2.25,2,1,"1,924",,$592,$592,Residential/House/Building,Single Family - Detached/All Multi Family/Two Family/Single Family,Townhouse/Multi Family/Single Family,Sold,74,06/03/2020,09/27/2019,"$675,000","$675,000",12/10/2019,"$685,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020060300757001"" target=""_blank"">Verified by Public Record</a>",04/28/2020,,,10308,26' x 35',"5,480 SF / 40' x 137'",Private Outdoor Space,1970,,1,,
65 Brielle Ave,65 Brielle Ave,Manor Heights,Staten Island,"$810,000",$203,6,3,2,1.5,1,1,"4,000",,$415,$415,Residential/House/Building,All Multi Family/Two Family - Detached/Two Family,Townhouse/Multi Family,Sold,67,04/28/2020,12/20/2019,"$949,000","$949,000",02/25/2020,"$810,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020080400517001"" target=""_blank"">Verified by Public Record</a>",04/28/2020,,,10314,40' x 24',"6,960 SF / 60' x 116'",Private Outdoor Space,1955,,1,,
"27 Berry Ct, Unit 565",27 Berry Ct,Rossville,Staten Island,"$485,000",$231,,,,,,,"2,100",,,,Condo,,Condo,Sold,,,,,,,"$485,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020052200504001"" target=""_blank"">Public Record Only</a>",04/28/2020,,,10309,,,,,,,,
4 Arlene St,4 Arlene St,Bulls Head,Staten Island,"$630,000",$472,7,4,2,1.75,2,,"1,336",,$516,$517,Residential/House/Building,Single Family - Detached/All Multi Family/Two Family/Single Family,Townhouse/Multi Family/Single Family,Sold,79,05/17/2020,11/18/2019,"$639,000","$639,000",02/05/2020,"$630,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020060100523001"" target=""_blank"">Verified by Public Record</a>",04/28/2020,,,10314,35' x 28',"5,490 SF / 61' x 90'",,1950,,1,,
77 Piave Ave,77 Piave Ave,South Beach,Staten Island,"$785,000",$393,8,4,3,2.75,3,,"2,000",,$591,$592,Residential/House/Building,Single Family - Detached/All Multi Family/Two Family/Single Family,Townhouse/Multi Family/Single Family,Sold,102,04/29/2020,09/12/2019,"$798,800","$798,800",12/23/2019,"$785,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020052200566001"" target=""_blank"">Verified by Public Record</a>",04/28/2020,,,10305,20' x 45',"4,017 SF / 40.17' x 100'","Porch
Private Outdoor Space",1915,,1,,
583 Sinclair Ave,583 Sinclair Ave,Huguenot,Staten Island,"$715,000",$350,8,4,2,1.75,2,,"2,040",,$533,$533,Residential/House/Building,Single Family - Detached/All Multi Family/Two Family/Single Family,Townhouse/Multi Family/Single Family,Sold,177,06/04/2020,08/06/2019,"$789,000","$739,000",01/30/2020,"$715,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020060200313001"" target=""_blank"">Verified by Public Record</a>",04/27/2020,,,10312,29' x 40',"4,500 SF / 45' x 100'",Private Outdoor Space,1970,,1,,
84 Amaron Ln,84 Amaron Ln,Tottenville,Staten Island,"$730,000",$166,7,3,4,3.25,3,1,"4,400",$53,"$1,115","$1,062",Residential/House/Building,Single Family - Detached/All Multi Family/Two Family/Single Family,Townhouse/Multi Family/Single Family,Sold,97,04/27/2020,09/20/2019,"$877,500","$789,000",12/26/2019,"$730,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020052900321001"" target=""_blank"">Verified by Public Record</a>",04/27/2020,,,10307,60' x 40',"14,840 SF / 106' x 140'",,1988,,1,,
144 Forest Grn,144 Forest Grn,Arden Heights,Staten Island,"$474,100",$426,6,3,2,1.75,2,,"1,112",$63,$430,$367,Residential/House/Building,All Multi Family/Two Family/Single Family - Attached/Single Family,Townhouse/Multi Family/Single Family,Sold,101,01/27/2021,11/08/2019,"$499,000","$489,000",02/17/2020,"$474,100","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020060400447001"" target=""_blank"">Verified by Public Record</a>",04/27/2020,,,10312,16' x 43',"1,488 SF / 16' x 93'",Private Outdoor Space,1970,,1,,
6136 Amboy Rd,6136 Amboy Rd,Pleasant Plains,Staten Island,"$540,000",$369,5,2,2,1.5,1,1,"1,464",,$472,$473,Residential/House/Building,Single Family - Detached/All Multi Family/Two Family/Single Family,Townhouse/Multi Family/Single Family,Sold,44,04/30/2020,07/17/2019,"$571,500","$559,000",08/30/2019,"$540,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020063000778001"" target=""_blank"">Verified by Public Record</a>",04/27/2020,,,10309,25' x 25',"17,050 SF / 50' x 341'",Barbecue Area,1930,,1,,
32 Union Ct,32 Union Ct,Mariners Harbor,Staten Island,"$328,000",$335,5,2,2,1.5,1,1,980,,$242,$243,Residential/House/Building,Single Family - Attached/Single Family,Townhouse/Single Family,Sold,3,06/04/2020,02/28/2020,"$350,000","$350,000",03/02/2020,"$328,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020060800148001"" target=""_blank"">Verified by Public Record</a>",04/27/2020,,,10303,14' x 35',"1,050 SF / 14' x 75'",Private Outdoor Space,1992,,1,,
47 Morningstar Rd,47 Morningstar Rd,Elm Park,Staten Island,"$381,000",$381,6,3,3,2.25,2,1,"1,000",,$269,$269,Residential/House/Building,Single Family - Detached/All Multi Family/Two Family/Single Family,Townhouse/Multi Family/Single Family,Sold,38,05/06/2020,02/28/2020,"$388,000","$388,000",04/06/2020,"$381,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020060201059001"" target=""_blank"">Verified by Public Record</a>",04/27/2020,,,10303,14' x 40',"1,824 SF / 19' x 96'",,2003,,1,,
342 Edinboro Rd,342 Edinboro Rd,Lighthouse Hill,Staten Island,"$710,500",$690,6,3,2,2,2,,"1,029",,$617,$617,Residential/House/Building,Single Family - Detached/All Multi Family/Two Family/Single Family,Townhouse/Multi Family/Single Family,Sold,35,04/27/2020,11/11/2019,"$725,000","$725,000",12/16/2019,"$710,500","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020061600648001"" target=""_blank"">Verified by Public Record</a>",04/27/2020,,,10306,49' x 21',"6,000 SF / 60' x 100'",,1955,,1,,
91 Cedar Grove Ct,91 Cedar Grove Ct,New Dorp Beach,Staten Island,"$495,000",$309,7,4,3,2.25,2,1,"1,600",,$348,$349,Residential,Single Family - Attached/Single Family,Townhouse/Single Family,Sold,42,04/29/2020,12/12/2019,"$538,000","$538,000",01/23/2020,"$495,000",Unverified,04/27/2020,,,10306,20' x 40',"2,436 SF / 20' x 121.83'",Private Outdoor Space,1982,,1,,
160 Skyline Dr,160 Skyline Dr,Clifton,Staten Island,"$433,000",$223,6,3,3,2.5,2,1,"1,944",,$258,$258,Residential/House/Building,Single Family - Attached/Single Family,Townhouse/Single Family,Sold,127,05/20/2020,10/14/2019,"$458,000","$458,000",02/18/2020,"$433,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020052600151001"" target=""_blank"">Verified by Public Record</a>",04/27/2020,,,10304,18' x 26',684 SF / 18' x 38',"Playground
Private Outdoor Space
Front Yard
Gated Community",1993,,1,,
"4654 Amboy Rd, Unit 2A",4654 Amboy Rd,Eltingville,Staten Island,"$475,000",$475,,,,,,,"1,000",,,,Condo,,Condo,Sold,,,,,,,"$475,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020061000323001"" target=""_blank"">Public Record Only</a>",04/27/2020,,,10312,,,,2010,,8,,
440 Leverett Ave,440 Leverett Ave,Great Kills,Staten Island,"$792,000",$305,6,6,5,4,4,1,"2,600",,$643,$643,Residential/Mixed Use,Three Family/All Multi Family/Two Family - Detached/Two Family/Single Family,Townhouse/Mixed Use/Multi Family,Sold,23,05/07/2020,02/23/2020,"$799,999","$799,999",03/17/2020,"$792,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020061900180001"" target=""_blank"">Verified by Public Record</a>",04/27/2020,,,10308,25' x 52',"4,000 SF / 40' x 100'",,1970,,2,,
278 Wardwell Ave,278 Wardwell Ave,Westerleigh,Staten Island,"$570,000",$352,6,4,2,1.75,2,,"1,619",,$521,$521,Residential,Two Family - Detached/Multi-Family,Multi Family,Sold,157,04/28/2020,10/01/2019,"$619,000","$599,000",03/06/2020,"$570,000",Unverified,04/27/2020,,,10314,28' x 37',"3,000 SF / 40' x 75'",Private Outdoor Space,1940,,1,,
340 Dongan Hills Ave,340 Dongan Hills Ave,Dongan Hills,Staten Island,"$800,000",$318,8,5,4,3.25,3,1,"2,516",,$510,$511,Residential,Two Family - Detached,Multi Family,Sold,31,01/26/2021,12/02/2019,"$855,000","$855,000",01/02/2020,"$800,000",Unverified,04/27/2020,,,10305,25.67' x 49',"4,640 SF / 40' x 116'",,1970,,2,,
"41 Village Ln, Unit B",41 Village Ln,Eltingville,Staten Island,"$430,000",$317,6,2,2,1.5,1,1,"1,356",$315,$592,$278,Residential,Single Family - Attached,Townhouse/Condo,Sold,66,04/24/2020,10/21/2019,"$449,900","$449,900",12/26/2019,"$430,000",Unverified,04/24/2020,,,10312,,,"Balcony
Private Outdoor Space",,,,,
287 Hampton Grn,287 Hampton Grn,Arden Heights,Staten Island,"$350,000",$322,5,2,1,1,1,,"1,088",$63,$366,$304,Residential/House/Building,Single Family - Attached/Single Family,Townhouse/Single Family,Sold,127,04/26/2020,10/29/2019,"$385,000","$369,500",03/04/2020,"$350,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020051800220001"" target=""_blank"">Verified by Public Record</a>",04/24/2020,,,10312,16' x 30',"1,360 SF / 16' x 85'",,1975,,1,,
65 Exeter St,65 Exeter St,Great Kills,Staten Island,"$525,000",$398,,,,,,,"1,318",,,,House/Building,Single Family/Two Family/All Multi Family,Single Family/Multi Family/Townhouse,Sold,,,,,,,"$525,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020060800542001"" target=""_blank"">Public Record Only</a>",04/24/2020,,,10308,35' x 26',"5,076 SF / 54' x 94'",,1955,,1,,
1028 Sheldon Ave,1028 Sheldon Ave,Woodrow,Staten Island,"$630,000",$395,7,3,3,2.25,2,1,"1,593",,$581,$582,Residential/House/Building,All Multi Family/Two Family/Single Family - Semi-Attached/Single Family,Townhouse/Multi Family/Single Family,Sold,124,04/26/2020,10/02/2019,"$659,000","$659,000",02/03/2020,"$630,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020060500545001"" target=""_blank"">Verified by Public Record</a>",04/24/2020,,,10309,16.25' x 49',"2,561 SF / 25.61' x 100'",Private Outdoor Space,1998,,1,,
26 Bayview Ave,26 Bayview Ave,Prince's Bay,Staten Island,"$915,000",$222,9,4,3,2.5,2,1,"4,129",,$830,$831,Residential/House/Building,All Multi Family/Two Family - Detached/Two Family/Single Family,Townhouse/Multi Family/Single Family,Sold,140,07/24/2020,09/23/2019,"$955,000","$955,000",02/10/2020,"$915,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020061000461001"" target=""_blank"">Verified by Public Record</a>",04/24/2020,,,10309,33' x 46',"6,305 SF / 65' x 97'",Private Outdoor Space,2003,,2,,
167 Buffalo St,167 Buffalo St,Bay Terrace,Staten Island,"$585,000",$513,6,3,2,2,2,,"1,140",,$409,$410,Residential/House/Building,All Multi Family/Two Family/Single Family - Semi-Attached/Single Family,Townhouse/Multi Family/Single Family,Sold,28,05/16/2020,02/03/2020,"$579,000","$579,000",03/02/2020,"$585,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020052700557001"" target=""_blank"">Verified by Public Record</a>",04/24/2020,,,10306,15' x 38',"2,375 SF / 25' x 95'",Common Outdoor Space,1970,,1,,
397 Abingdon Ave,397 Abingdon Ave,Great Kills,Staten Island,"$420,000",$250,6,3,3,2.25,2,1,"1,682",,$439,$440,Residential/House/Building,Single Family - Attached/Single Family,Townhouse/Single Family,Sold,90,04/24/2020,12/19/2019,"$449,900","$445,000",03/18/2020,"$420,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020052800263001"" target=""_blank"">Verified by Public Record</a>",04/24/2020,,,10308,28.5' x 29',"1,988 SF / 71' x 28'",Deck,1988,,1,,
61 Cedarcliff Rd,61 Cedarcliff Rd,Grymes Hill,Staten Island,"$600,000",$274,6,4,3,2.5,2,1,"2,190",,$528,$528,Residential/House/Building,Single Family - Detached/Single Family,Townhouse/Single Family,Sold,350,03/03/2020,03/19/2019,"$798,000","$719,000",,"$600,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020060100084001"" target=""_blank"">Verified by Public Record</a>",04/24/2020,,,10301,45' x 31',"8,300 SF / 83' x 100'","Deck
Porch",1970,,1,,
120 Sturges St,120 Sturges St,Castleton Corners,Staten Island,"$585,000",$488,,,,,,,"1,200",,,,House/Building,Single Family,Single Family/Townhouse,Sold,,,,,,,"$585,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020052100715001"" target=""_blank"">Public Record Only</a>",04/24/2020,,,10314,24' x 40',"4,700 SF / 47' x 100'",,1950,,1,,
31 Orange Ave,31 Orange Ave,Port Richmond,Staten Island,"$480,000",$392,6,3,1,1,1,,"1,224",,$338,$338,Residential/House/Building,Single Family - Detached/Single Family,Townhouse/Single Family,Sold,26,04/28/2020,01/29/2020,"$499,999","$499,999",02/24/2020,"$480,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020051800257001"" target=""_blank"">Verified by Public Record</a>",04/23/2020,,,10302,16' x 35',"2,500 SF / 25' x 100'",Deck,1920,,1,,
104 Russek Dr,104 Russek Dr,Huguenot,Staten Island,"$725,000",$403,63,3,3,2.25,2,1,"1,800",$33,$479,$447,Residential/Mixed Use,Three Family/All Multi Family/Two Family - Semi-Attached/Two Family/Single Family,Townhouse/Mixed Use/Multi Family,Sold,49,04/27/2020,01/03/2020,"$749,000","$749,000",02/21/2020,"$725,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020061100743001"" target=""_blank"">Verified by Public Record</a>",04/23/2020,,,10312,20' x 30',"2,340 SF / 26' x 90'","Balcony
Private Outdoor Space",1981,,2,,
"20 Bay St, Unit 1I",20 Bay St,St. George,Staten Island,"$395,000",$329,,2,1,1,1,,"1,200",$640,$640,,Residential,Coop,Co-op,Sold,335,04/24/2020,03/07/2019,"$419,000","$409,900",04/23/2020,"$395,000",Unverified,04/23/2020,,,10301,,,,,,,,
16 Riley Pl,16 Riley Pl,Port Richmond,Staten Island,"$450,000",$241,,4,,1.5,1,1,"1,864",,$351,$352,House/Building,Single Family,Single Family/Townhouse,Sold,,,,,,,"$450,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020082600324001"" target=""_blank"">Public Record Only</a>",04/23/2020,,,10302,20' x 28',"3,000 SF / 30' x 100'",,1920,,1,,
24 Roberts Dr,24 Roberts Dr,Oakwood Beach,Staten Island,"$556,000",$470,6,3,3,2.5,2,1,"1,184",,$341,$342,Residential/House/Building,All Multi Family/Two Family/Single Family - Semi-Attached/Single Family,Townhouse/Multi Family/Single Family,Sold,40,06/23/2020,12/04/2019,"$579,000","$579,000",01/13/2020,"$556,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020060200460001"" target=""_blank"">Verified by Public Record</a>",04/23/2020,,,10306,16' x 36',"2,380 SF / 28' x 85'",Private Outdoor Space,1965,,1,,
11 Tanglewood Dr,11 Tanglewood Dr,Great Kills,Staten Island,"$691,391",$271,6,3,4,3,3,1,"2,550",,,,Residential/House/Building,Single Family - Semi-Attached/Single Family,Townhouse/Single Family,Sold,67,04/24/2020,10/04/2019,"$699,000","$699,000",12/10/2019,"$691,391","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020052800092001"" target=""_blank"">Verified by Public Record</a>",04/23/2020,,,10308,0' x 0',,,,,1,,
26 Grove St,26 Grove St,Stapleton,Staten Island,"$174,408",$240,4,2,1,1,1,,728,,$174,$175,Residential/House/Building,Single Family - Detached/All Multi Family/Two Family/Single Family,Townhouse/Multi Family/Single Family,Sold,89,08/03/2020,08/30/2019,"$145,600","$145,600",,"$174,408","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020060400382001"" target=""_blank"">Verified by Public Record</a>",04/23/2020,,,10304,16' x 16',"1,800 SF / 20' x 90'",,1901,,1,,
32 Dorothea Pl,32 Dorothea Pl,New Dorp,Staten Island,"$1,064,071",$398,6,3,3,2.75,3,,"2,674",,$549,$549,Residential/House/Building,All Multi Family/Two Family - Detached/Two Family,Townhouse/Multi Family,Sold,7,05/15/2020,02/24/2020,"$1,100,000","$1,100,000",03/02/2020,"$1,064,071","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020060100705001"" target=""_blank"">Verified by Public Record</a>",04/23/2020,,,10306,24.83' x 37.5',"4,000 SF / 40' x 100'",,1955,,1,,
29 Roberts Dr,29 Roberts Dr,Oakwood Beach,Staten Island,"$477,000",$424,,,,,,,"1,124",,,,House/Building,Single Family/Two Family/All Multi Family,Single Family/Multi Family/Townhouse,Sold,,,,,,,"$477,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020071500293001"" target=""_blank"">Public Record Only</a>",04/23/2020,,,10306,25' x 44',"4,048 SF / 44' x 92'",,1960,,1,,
"36 Francine Ct, Unit 94A",36 Francine Ct,New Dorp,Staten Island,"$370,000",$292,,,,,,,"1,265",,,,Condo,,Condo,Sold,,,,,,,"$370,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020052000132001"" target=""_blank"">Public Record Only</a>",04/23/2020,,,10306,,,,,,,,
178 Allison Ave,178 Allison Ave,New Dorp,Staten Island,"$977,520",$376,66,3,2,2,2,,"2,600",,$58,$58,Residential/Mixed Use,Three Family/All Multi Family/Two Family - Detached/Two Family/Single Family,Townhouse/Mixed Use/Multi Family,Sold,126,05/13/2020,06/06/2019,"$1,100,000","$1,075,000",10/10/2019,"$977,520","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020052900055001"" target=""_blank"">Verified by Public Record</a>",04/23/2020,,,10306,,,,2019,,,,
27 Wright St,27 Wright St,Stapleton,Staten Island,"$258,000",$215,6,3,3,2.5,2,1,"1,200",,$234,$234,Residential/House/Building,All Multi Family/Two Family/Single Family - Attached/Single Family,Townhouse/Multi Family/Single Family,Sold,29,05/02/2020,12/12/2019,"$254,900","$254,900",01/10/2020,"$258,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020060400412001"" target=""_blank"">Verified by Public Record</a>",04/23/2020,,,10304,14.83' x 40',889 SF / 14.83' x 60',,2005,,1,,
412 Eltingville Blvd,412 Eltingville Blvd,Eltingville,Staten Island,"$440,000",$297,,2,,1.5,1,1,"1,480",,$295,$295,House/Building,Single Family/Two Family/All Multi Family,Single Family/Multi Family/Townhouse,Sold,,,,,,,"$440,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020052800109001"" target=""_blank"">Public Record Only</a>",04/23/2020,,,10312,14' x 40',"1,400 SF / 14' x 100'",,1990,,1,,
63 Pheasant Ln,63 Pheasant Ln,Woodrow,Staten Island,"$665,000",$359,7,4,3,2.5,2,1,"1,850",$103,$530,$428,Residential/House/Building,All Multi Family/Two Family/Two Family - Attached,Townhouse/Multi Family,Sold,16,04/27/2020,01/13/2020,"$669,999","$669,999",01/29/2020,"$665,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020051300458001"" target=""_blank"">Verified by Public Record</a>",04/23/2020,,,10309,14' x 52',"2,589 SF / 23.33' x 111'","Deck
Private Outdoor Space",1998,,2,,
248 Franklin Ave,248 Franklin Ave,New Brighton,Staten Island,"$519,000",$256,8,4,2,1.75,2,,"2,028",,$333,$334,Residential/House/Building,Single Family - Detached/Single Family,Townhouse/Single Family,Sold,41,04/30/2020,01/09/2020,"$519,000","$519,000",02/19/2020,"$519,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020081700839001"" target=""_blank"">Verified by Public Record</a>",04/23/2020,,,10301,22' x 38',"3,300 SF / 33' x 100'","Deck
Private Outdoor Space",1920,,1,,
248 Franklin Ave,248 Franklin Ave,New Brighton,Staten Island,"$519,000",$256,8,4,2,1.75,2,,"2,028",,$333,$334,Residential/House/Building,Single Family - Detached/Single Family,Townhouse/Single Family,Sold,250,01/01/2020,04/25/2019,"$535,000","$525,000",,"$519,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020081700839001"" target=""_blank"">Verified by Public Record</a>",04/23/2020,,,10301,22' x 38',"3,300 SF / 33' x 100'",Deck,1920,,1,,
81 Crescent Ave,81 Crescent Ave,New Brighton,Staten Island,"$327,000",$220,7,3,2,2,2,,"1,488",,$343,$343,Residential/House/Building,Two Family - Detached/Single Family,Townhouse/Multi Family/Single Family,Sold,24,04/24/2020,02/28/2020,"$319,900","$319,900",03/23/2020,"$327,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020052900421001"" target=""_blank"">Verified by Public Record</a>",04/23/2020,,,10301,24' x 30',"3,500 SF / 35' x 100'","Deck
Porch",1925,,2,,
36 Waldron Ave,36 Waldron Ave,Sunnyside - Staten Island,Staten Island,"$850,000",$340,8,4,4,3.5,4,,"2,500",,$497,$497,Residential/House/Building,Single Family - Detached/Single Family,Townhouse/Single Family,Sold,29,04/23/2020,01/16/2020,"$888,888","$888,888",02/14/2020,"$850,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020052800633001"" target=""_blank"">Verified by Public Record</a>",04/23/2020,,,10301,34' x 33',"5,035 SF / 53' x 95'",,1950,,1,,
484 Jersey St,484 Jersey St,Tompkinsville,Staten Island,"$175,000",$50,,,,,,,"3,483",,,,Mixed Use,Single Family/Two Family/Three Family/All Multi Family,Mixed Use/Multi Family/Townhouse,Sold,,,,,,,"$175,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020060800207001"" target=""_blank"">Public Record Only</a>",04/23/2020,,,10301,27' x 43',"1,180 SF / 27.45' x 43'",,1900,,3,,
488 Jersey St,488 Jersey St,Tompkinsville,Staten Island,"$225,000",$70,,,,,,,"3,225",,,,Mixed Use,Single Family/Two Family/Three Family/All Multi Family,Mixed Use/Multi Family/Townhouse,Sold,,,,,,,"$225,000","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020060800229001"" target=""_blank"">Public Record Only</a>",04/23/2020,,,10301,25' x 43',"1,200 SF / 25' x 48'",,1900,,3,,
20 Bay St Lndg,20 Bay St Lndg,Tompkinsville,Staten Island,"$395,000",$329,5,2,1,1,1,,"1,200",$641,$641,,Residential,Apartment,Co-op,Sold,334,04/27/2020,03/03/2019,"$439,000","$409,900",01/31/2020,"$395,000",Unverified,04/23/2020,,,10301,,,,,,,,
